"hour","Y","X"
1,30.2511454859047,2.46746729454026
2,14.9809456843112,2.08657762035728
3,8.95223295868382,1.71450368082151
4,4.35303933353359,0.74187914095819
5,4.88938581548638,0.99980355007574
6,7.41854145554977,1.54294933611527
7,25.3762979320066,2.42531713005155
8,23.7359282152494,2.34741176711395
9,6.495128002721,1.40053385403007
10,2.06682319061018,0.657245686277747
11,2.78216924165973,0.650225952267647
12,11.6450503783368,1.94085372798145
13,3.24079617811494,0.63199251331389
14,4.7334666244513,1.26836144225672
15,5.44472366733232,1.37339725205675
16,1.64932546813911,0.685892430134118
17,4.26475811665245,0.981031246948987
18,4.22798489453753,0.708081589546055
19,4.70898198818042,1.18860311014578
20,9.11354060766896,1.76385084958747
21,3.22124172537688,1.04772953223437
22,2.15143899241305,0.618853790685534
23,2.84826328573193,1.06161615950987
24,16.7327705098101,2.15868039987981
25,4.30502787004452,1.28159904805943
26,1.76201408708358,1.16638435330242
27,1.82424024856089,0.532555260229856
28,4.99281280311016,1.18967655720189
29,27.0776497405081,2.40865729842335
30,0.855264841199878,0.77842013631016
31,22.1914024231658,2.35805980022997
32,2.54633457211109,1.01086523849517
33,6.93743702714515,1.65896914666519
34,7.01357750652726,1.66897421050817
35,22.7527934145578,2.34412137139589
36,13.6419319437197,2.10098420688882
37,14.6083787888042,2.16509491531178
38,13.95271193483,2.09323352854699
39,1.86040511081081,0.843862800858915
40,20.4043701280021,2.28234696947038
41,8.15135245071057,1.81337045086548
42,0.931598477345968,0.56228038482368
43,21.3676597420038,2.31178020127118
44,5.63676336863367,1.49108707299456
45,3.02156401712968,0.867574333678931
46,19.9943381941007,2.23334795515984
47,2.77637460330926,0.868091643322259
48,18.6993765842495,2.2320360429585
49,2.70776017572845,0.967972314916551
50,8.19832582906967,1.71151035139337
51,6.0017867958096,1.34722045809031
52,6.79482943459202,1.4156078165397
53,11.5069062949058,1.85226389020681
54,10.1022688887415,1.78828258067369
55,7.62621442774022,1.4800328318961
56,26.8139954578734,2.4051784966141
57,4.71230793472356,1.51499147200957
58,1.61461449544926,0.643218114506453
59,23.8049284574553,2.39564369758591
60,13.2265417267442,2.07460835110396
61,2.73080462150815,0.995294848456979
62,10.3519316068028,1.90306408377364
63,6.76991237828949,1.54400510620326
64,5.86713580867541,1.54824179643765
65,18.8001085044654,2.19411189807579
66,3.79989321123396,1.06632913975045
67,4.44833025138507,0.528053454589099
68,10.1994377452568,1.79870442813262
69,3.80916944391631,0.938129552640021
70,29.0234420685507,2.47150878049433
71,11.1262851212895,1.94459950970486
72,24.3108860722654,2.34079799195752
73,3.90276999651596,0.54573266254738
74,16.7336219024659,2.10485466755927
75,7.37467613724341,1.45959947723895
76,8.40836595132554,1.46402770746499
77,4.81631531593773,0.55876352917403
78,12.9778170975709,1.87317625107244
79,21.7740849724023,2.2045228574425
80,6.40328219443238,0.926664073951542
