   1  0.190391
   1  0.948916
   1  0.431494
   1  3.486359
   1  0.641489
   1  0.913904
   1  0.589694
   1  1.846979
   1  0.315843
   1  0.858523
   1  1.440129
   1  0.226837
   1  0.370459
   1  0.558069
   1  0.989040
   1  0.910216
   1  1.439216
   1  2.742092
   1  1.225337
   1  0.427418
   2  3.469623
   2  0.840701
   2  3.816014
   2  1.234756
   2  0.639017
   2  3.221783
   2  0.306742
   2  0.455933
   2  1.610648
   2  5.032500
   2  3.677778
   2  1.167911
   2  3.256145
   2  1.993304
   2  5.363329
   2  0.354526
   2  0.309118
   2  1.655667
   2  0.476323
   2  0.682113
   3 10.680733
   3 19.453816
   3  3.810572
   3 10.832754
   3  3.814586
   3  2.127425
   3  7.050337
   3 2.4988126
   3 5.6690813
   3 1.2337333
   3 0.3550452
   3 0.5400572
   3 1.8457246
   3 1.9475824
   3 5.8276260
   3 0.7095700
   3 1.7950972
   3 2.6442957
   3 0.5345159
   3 2.0022901
