"Time","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","Amount","Class"
85115,-2.36519897242984,1.14231736803711,0.236971572732674,0.482094907403706,-1.31125938319368,-0.358795168491003,-0.359511183153357,1.30215941050391,-0.119407955870411,-0.797652973726719,-0.832618598979558,0.909271874430608,0.11676770670431,0.577669535813853,-0.478365436233283,-0.489886953200277,0.963946231778128,-0.860889476495618,-0.206906064537226,-0.203518989836887,0.120300578999607,0.35329654529805,-0.140717248977953,0.479498161166359,-0.183577249369986,0.364726576829305,0.0847786403842161,-0.0739278344221156,93.59,0
32028,-10.827547652673,6.81705483359562,-11.473997481391,2.04007842731324,-6.40969476556513,-2.39887678465622,-4.55124981513306,7.35888925948651,0.0411876343793042,-0.180837772722804,-2.00014173923941,1.97644740188992,0.651845283941576,1.11641403051901,0.979998370594749,3.18306046496801,5.51327392199869,2.11517830038986,-0.907948591473484,0.115494588930844,-0.0711547731611315,-1.20701939730034,-0.340741400715546,-0.421899919222834,0.573132635725405,-0.327096817741364,-0.122686710267028,-0.302805800799639,89.99,0
91089,1.91408319296591,-0.229327542773185,-0.402584665355604,1.68147639568347,-0.199738985198914,0.21189234144956,-0.503481966988299,0.113939373288134,2.73753276457592,-0.34847953205511,-0.758191081010609,-2.82487380894153,-0.386484607052813,1.52394810025177,-1.64732401978492,-0.360239547523406,0.776322571277502,-0.391247665462804,0.00438354943054874,-0.394536017306318,-0.694581922560595,-1.61250066191105,0.484374379679173,0.405746020743334,-0.390143414062486,-1.16249853347842,0.0107762481239168,-0.0324827538475151,24.37,0
70951,-1.3378025245075,0.136730677387678,1.92273727953286,0.815276317937574,-1.53148198724106,0.660532334309318,-0.478623856439816,0.371724161791116,-0.927762546763882,1.23539875311226,-0.318448396292295,0.1991373201178,1.72029138106487,-0.543585531732397,2.33328509861822,-1.75409280065234,0.333869538243309,1.74435392029819,-0.154767562884986,-0.122229483316019,-0.0949129457813496,0.824293792646614,0.395805057904826,0.0888224391594127,-0.442042034183479,-0.0454092629666005,0.288711159190658,0.053920442070108,120,0
25351,-0.39621189010325,-2.93757004171416,0.270720482804239,0.820804542566243,-1.54778315773678,1.17293950610332,0.0694907194094782,0.318959586165282,0.859984161332036,-0.647832246046449,1.25729428709915,1.15913489752087,-0.558651167905958,-0.0212628423650758,-0.385536122244657,-0.350392387893854,0.490536940102238,-0.824972563395398,-0.278145082377347,1.38011126973299,0.329985409400453,-0.515828994669695,-0.536006311498074,-0.192652053482172,-0.335946994112592,0.873247913073346,-0.149465436993056,0.12956753951371,769.68,0
53483,1.442491497491,-0.449821114144592,0.0701646575468441,-0.725586504521101,-0.524483787038328,-0.447709528830733,-0.382002334275059,-0.237882425549925,-0.762922997920821,0.504464787083157,-0.980614390356345,-0.000837611654814673,1.54418234362902,-0.622122377735451,-0.163540237107458,0.914750445084052,0.164475078922718,-1.57734884780562,1.12080116068641,0.187832919211561,-0.0232025916903926,0.00309108618509439,-0.157984460732401,-0.397773032585817,0.691656286571472,-0.207025833911811,0.0117039998142973,0.00941307594270443,21.9,0
18139,-0.688190068929773,0.235701747926912,2.61381742541857,-0.635648554697915,-0.691410494087204,-0.370644952165541,-0.341542795400983,0.17447402903555,2.09094235350096,-1.5471466764506,2.21814158053455,-1.79705435027251,0.760519212943352,1.61518889352836,0.312289512119165,-0.801943836132343,0.873949959754364,1.28608596355194,1.76331703291157,0.0953414821223863,-0.0217173871494863,0.260482524842794,-0.224771460560092,0.487649724090433,0.191816709753109,-0.572936253146948,0.115093955610856,0.0819733134105407,11.85,0
84081,-0.692485447589577,1.00111596401275,-0.694065855287102,-1.04794501166239,2.21767230295248,3.2155259004144,-0.20686667921505,1.35995255852742,-0.675944181158944,-0.682960629501798,-0.158395161745532,-0.171709642120276,-0.0106707493959608,0.062446476625711,1.0622388781354,0.841301101255937,-0.31441207074662,0.370946421764985,0.272541690656497,0.172514718183429,-0.261265475355049,-1.02350609716551,0.0464202679266497,0.933054042681665,0.0243088834075657,0.0893638702900272,0.116752241155406,0.0208334953337544,20.98,0
78754,-1.14947175227897,0.699937969404849,0.809764343586936,1.07810721796495,0.184190561030269,-1.14277975028885,0.197621697137864,0.334362228829863,-0.689386803033808,-0.239928917918765,-0.653666650226841,0.120185927194939,0.180925469062102,0.654127352603719,1.00235891141087,-0.210379977971707,-0.013589285978313,0.158037315173247,0.379606102811655,0.264732399120456,0.222717358855136,0.421448413562622,-0.0673717143984901,0.404644745198831,-0.167771245071665,-0.322723490426645,0.297846975529737,0.0614171548788994,27,0
19156,-0.734818410560907,0.294227073971083,2.54273836474226,-1.93733937078195,-0.0124216709194849,0.29924910444223,0.200708192155404,0.0855008051259274,2.38184082391305,-1.90320599056093,1.94487297596814,-1.7149166774971,1.02954028290215,1.20532182816859,-0.414281196024856,-0.380282604569578,0.189107595748109,0.725372781098769,-0.102469347043805,-0.0946858583758846,-0.102812743941942,0.227979916425608,-0.384521092620148,-0.366140076489523,0.393166468552233,-0.808421741158083,-0.0745727753984685,-0.16941282115214,11.85,0
